timeString,timestamp,waitTimeString,waitTime,address,name
20201028 10:30 AM,2020-10-28T17:30Z,15 Min,15,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201028 10:08 AM,2020-10-28T17:08Z,10 Min,10,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 10:15 AM,2020-10-28T17:15Z,20 Min,20,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 10:14 AM,2020-10-28T17:14Z,20 Min,20,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 10:09 AM,2020-10-28T17:09Z,5 Min,5,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201028 10:27 AM,2020-10-28T17:27Z,15 Min,15,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201028 11:01 AM,2020-10-28T18:01Z,30 Min,30,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 11:04 AM,2020-10-28T18:04Z,10 Min,10,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 11:01 AM,2020-10-28T18:01Z,30 Min,30,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201028 11:27 AM,2020-10-28T18:27Z,15 Min,15,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201028 11:27 AM,2020-10-28T18:27Z,20 Min,20,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 11:13 AM,2020-10-28T18:13Z,1 Hr,60,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 11:29 AM,2020-10-28T18:29Z,40 Min,40,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201028 11:26 AM,2020-10-28T18:26Z,10 Min,10,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 11:27 AM,2020-10-28T18:27Z,15 Min,15,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 12:06 PM,2020-10-28T19:06Z,30 Min,30,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201028 11:44 AM,2020-10-28T18:44Z,30 Min,30,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 12:03 PM,2020-10-28T19:03Z,15 Min,15,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 11:54 AM,2020-10-28T18:54Z,25 Min,25,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 12:09 PM,2020-10-28T19:09Z,35 Min,35,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201028 12:23 PM,2020-10-28T19:23Z,45 Min,45,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 01:03 PM,2020-10-28T20:03Z,30 Min,30,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 12:57 PM,2020-10-28T19:57Z,20 Min,20,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 01:01 PM,2020-10-28T20:01Z,35 Min,35,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 01:15 PM,2020-10-28T20:15Z,30 Min,30,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201028 01:23 PM,2020-10-28T20:23Z,1 Hr,60,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 01:27 PM,2020-10-28T20:27Z,45 Min,45,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 01:45 PM,2020-10-28T20:45Z,45 Min,45,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 01:55 PM,2020-10-28T20:55Z,15 Min,15,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 02:25 PM,2020-10-28T21:25Z,30 Min,30,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201028 02:25 PM,2020-10-28T21:25Z,1 Hr 15 Min,75,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 02:16 PM,2020-10-28T21:16Z,30 Min,30,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 02:16 PM,2020-10-28T21:16Z,20 Min,20,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 02:25 PM,2020-10-28T21:25Z,30 Min,30,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201028 02:15 PM,2020-10-28T21:15Z,10 Min,10,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201028 02:16 PM,2020-10-28T21:16Z,45 Min,45,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 02:16 PM,2020-10-28T21:16Z,15 Min,15,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 02:16 PM,2020-10-28T21:16Z,30 Min,30,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201028 03:11 PM,2020-10-28T22:11Z,15 Min,15,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201028 03:01 PM,2020-10-28T22:01Z,10 Min,10,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 03:11 PM,2020-10-28T22:11Z,1 Hr,60,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 03:04 PM,2020-10-28T22:04Z,15 Min,15,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 03:19 PM,2020-10-28T22:19Z,1 Hr,60,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 03:11 PM,2020-10-28T22:11Z,10 Min,10,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 03:30 PM,2020-10-28T22:30Z,5 Min,5,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 03:16 PM,2020-10-28T22:16Z,20 Min,20,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 03:12 PM,2020-10-28T22:12Z,30 Min,30,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201028 04:02 PM,2020-10-28T23:02Z,25 Min,25,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201028 04:02 PM,2020-10-28T23:02Z,45 Min,45,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 04:02 PM,2020-10-28T23:02Z,10 Min,10,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 04:02 PM,2020-10-28T23:02Z,10 Min,10,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 04:02 PM,2020-10-28T23:02Z,20 Min,20,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201028 04:02 PM,2020-10-28T23:02Z,15 Min,15,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201028 04:05 PM,2020-10-28T23:05Z,5 Min,5,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 04:02 PM,2020-10-28T23:02Z,15 Min,15,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 04:02 PM,2020-10-28T23:02Z,30 Min,30,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201028 04:15 PM,2020-10-28T23:15Z,20 Min,20,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201028 04:25 PM,2020-10-28T23:25Z,1 Hr,60,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 04:11 PM,2020-10-28T23:11Z,25 Min,25,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 05:10 PM,2020-10-29T00:10Z,40 Min,40,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 05:10 PM,2020-10-29T00:10Z,10 Min,10,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201028 05:09 PM,2020-10-29T00:09Z,35 Min,35,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 05:08 PM,2020-10-29T00:08Z,25 Min,25,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 05:09 PM,2020-10-29T00:09Z,30 Min,30,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201028 05:11 PM,2020-10-29T00:11Z,45 Min,45,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 05:16 PM,2020-10-29T00:16Z,45 Min,45,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 05:16 PM,2020-10-29T00:16Z,20 Min,20,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201028 06:05 PM,2020-10-29T01:05Z,1 Hr,60,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 05:45 PM,2020-10-29T00:45Z,2 Hrs,120,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201028 06:04 PM,2020-10-29T01:04Z,15 Min,15,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201028 06:04 PM,2020-10-29T01:04Z,25 Min,25,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201028 06:03 PM,2020-10-29T01:03Z,1 Hr 30 Min,90,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201028 06:28 PM,2020-10-29T01:28Z,1 Hr,60,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201028 06:07 PM,2020-10-29T01:07Z,1 Hr,60,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201028 06:08 PM,2020-10-29T01:08Z,45 Min,45,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201028 06:09 PM,2020-10-29T01:09Z,2 Hrs,120,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201028 06:28 PM,2020-10-29T01:28Z,30 Min,30,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201028 06:27 PM,2020-10-29T01:27Z,1 Hr,60,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201029 07:10 AM,2020-10-29T14:10Z,No wait,0,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201029 07:10 AM,2020-10-29T14:10Z,No wait,0,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201029 07:10 AM,2020-10-29T14:10Z,No wait,0,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201029 07:10 AM,2020-10-29T14:10Z,No wait,0,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201029 07:10 AM,2020-10-29T14:10Z,No wait,0,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201029 07:10 AM,2020-10-29T14:10Z,No wait,0,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201029 07:10 AM,2020-10-29T14:10Z,No wait,0,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201029 07:10 AM,2020-10-29T14:10Z,No wait,0,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201029 07:32 AM,2020-10-29T14:32Z,5 Min,5,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201029 07:32 AM,2020-10-29T14:32Z,5 Min,5,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201029 07:32 AM,2020-10-29T14:32Z,5 Min,5,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201029 07:32 AM,2020-10-29T14:32Z,5 Min,5,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201029 07:32 AM,2020-10-29T14:32Z,5 Min,5,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201029 07:32 AM,2020-10-29T14:32Z,5 Min,5,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201029 07:32 AM,2020-10-29T14:32Z,5 Min,5,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201029 07:32 AM,2020-10-29T14:32Z,15 Min,15,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201029 08:10 AM,2020-10-29T15:10Z,5 Min,5,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201029 08:11 AM,2020-10-29T15:11Z,5 Min,5,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201029 08:10 AM,2020-10-29T15:10Z,5 Min,5,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201029 08:11 AM,2020-10-29T15:11Z,5 Min,5,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201029 08:10 AM,2020-10-29T15:10Z,5 Min,5,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201029 08:10 AM,2020-10-29T15:10Z,5 Min,5,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201029 08:09 AM,2020-10-29T15:09Z,5 Min,5,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201029 08:11 AM,2020-10-29T15:11Z,5 Min,5,"1063 Rockbridge Rd, Stone Mountain",Mountain Park Activity Building
20201029 08:10 AM,2020-10-29T15:10Z,45 Min,45,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201029 08:41 AM,2020-10-29T15:41Z,10 Min,10,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201029 08:58 AM,2020-10-29T15:58Z,5 Min,5,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201029 08:58 AM,2020-10-29T15:58Z,5 Min,5,"2405 Sugarloaf Parkway, Lawrenceville",Gwinnett County Fairgrounds
20201029 09:10 AM,2020-10-29T16:10Z,No wait,0,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201029 08:47 AM,2020-10-29T15:47Z,10 Min,10,"4651 Britt Rd, Norcross",Lucky Shoals Park Community Recreation Center
20201029 09:01 AM,2020-10-29T16:01Z,1 Hr,60,"2750 Pleasant Hill Rd, Duluth",Shorty Howell Park Activity Building
20201029 09:29 AM,2020-10-29T16:29Z,10 Min,10,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201029 09:35 AM,2020-10-29T16:35Z,No wait,0,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
20201029 09:35 AM,2020-10-29T16:35Z,No wait,0,"4515 Lenora Church Rd, Snellville",Lenora Park Gym
20201029 10:11 AM,2020-10-29T17:11Z,10 Min,10,"455 Grayson Highway, Suite 200, Lawrenceville",Gwinnett Voter Registrations & Elections Office
20201029 09:59 AM,2020-10-29T16:59Z,6 Min,6,"2723 North Bogan Rd, Buford",Bogan Park Community Recreation Center
20201029 10:01 AM,2020-10-29T17:01Z,5 Min,5,"2735 Old Auburn Rd, Dacula",Dacula Park Activity Building
20201029 09:57 AM,2020-10-29T16:57Z,10 Min,10,"55 Buford Highway, Suwanee",George Pierce Park Community Recreation Center
